feature_set,model_or_ensemble,n_test,TP,FN,TN,FP,accuracy,precision,recall,f1,specificity,fnr,fpr,mcc,seed
modified,RF,2500,68,17,2409,6,0.9908,0.918918918918919,0.8,0.8553459119496855,0.9975155279503105,0.2,0.002484472049689441,0.8527975028145419,21
modified,KNN,2500,33,52,2403,12,0.9744,0.7333333333333333,0.38823529411764707,0.5076923076923077,0.9950310559006211,0.611764705882353,0.004968944099378882,0.522440355216198,21
modified,LR,2500,22,63,2402,13,0.9696,0.6285714285714286,0.25882352941176473,0.3666666666666667,0.9946169772256729,0.7411764705882353,0.005383022774327122,0.3909323178884846,21
modified,GBC,2500,65,20,2410,5,0.99,0.9285714285714286,0.7647058823529411,0.8387096774193549,0.9979296066252588,0.23529411764705882,0.002070393374741201,0.8377855872354961,21
modified,Traditional Voting,2500,42,43,2412,3,0.9816,0.9333333333333333,0.49411764705882355,0.6461538461538462,0.9987577639751553,0.5058823529411764,0.0012422360248447205,0.6718513242961404,21
modified,OR-Logic,2500,69,16,2384,31,0.9812,0.69,0.8117647058823529,0.7459459459459459,0.9871635610766045,0.18823529411764706,0.012836438923395446,0.7388736805133118,21
modified,SVM,2500,34,51,2413,2,0.9788,0.9444444444444444,0.4,0.5619834710743801,0.9991718426501035,0.6,0.0008281573498964803,0.607234344906619,22
modified,RF,2500,65,20,2412,3,0.9908,0.9558823529411765,0.7647058823529411,0.849673202614379,0.9987577639751553,0.23529411764705882,0.0012422360248447205,0.8505897616968663,22
modified,KNN,2500,40,45,2408,7,0.9792,0.851063829787234,0.47058823529411764,0.6060606060606061,0.9971014492753624,0.5294117647058824,0.002898550724637681,0.6240625458849777,22
modified,LR,2500,20,65,2405,10,0.97,0.6666666666666666,0.23529411764705882,0.3478260869565218,0.9958592132505176,0.7647058823529411,0.004140786749482402,0.3847326840890215,22
modified,GBC,2500,65,20,2409,6,0.9896,0.9154929577464789,0.7647058823529411,0.8333333333333333,0.9975155279503105,0.23529411764705882,0.002484472049689441,0.8315842250853318,22
modified,Traditional Voting,2500,45,40,2414,1,0.9836,0.9782608695652174,0.5294117647058824,0.6870229007633587,0.9995859213250518,0.47058823529411764,0.00041407867494824016,0.713354832580113,22
modified,OR-Logic,2500,67,18,2394,21,0.9844,0.7613636363636364,0.788235294117647,0.7745664739884393,0.991304347826087,0.21176470588235294,0.008695652173913044,0.7666131204625857,22
modified,SVM,2500,33,52,2411,4,0.9776,0.8918918918918919,0.38823529411764707,0.5409836065573771,0.998343685300207,0.611764705882353,0.0016563146997929607,0.5801939523548894,23
